motif	factor
GM.5.0.bHLH.0026	CLOCK
GM.5.0.bHLH.0026	BMAL1
GM.5.0.bHLH.0026	CMYC
GM.5.0.bHLH.0026	BHLHE40
GM.5.0.bHLH.0026	HES1
GM.5.0.bHLH.0026	HES7
GM.5.0.bHLH.0026	HES5
GM.5.0.bHLH.0026	MYCN
GM.5.0.bHLH.0026	MYC
GM.5.0.bHLH.0026	NPAS
GM.5.0.bHLH.0027	NPAS2
GM.5.0.bHLH.0027	MXI1
GM.5.0.GATA.0005	GATA6
GM.5.0.GATA.0005	GATA1
GM.5.0.GATA.0005	GATA2
GM.5.0.bZIP.0017	AP1
GM.5.0.bZIP.0017	ATF3
GM.5.0.bZIP.0017	BATF
GM.5.0.bZIP.0017	FOSL2
GM.5.0.bZIP.0017	JUN
GM.5.0.bZIP.0017	FOS
GM.5.0.bZIP.0017	FRA1
GM.5.0.Homeodomain_Paired_box.0002	PAX6
GM.5.0.bZIP.0018	CREB1
GM.5.0.bZIP.0018	ATF1
GM.5.0.bZIP.0018	E4F1
GM.5.0.MADS_box.0003	MEF2A
GM.5.0.MADS_box.0003	MEF2C
GM.5.0.MADS_box.0003	MEF2D
GM.5.0.MADS_box.0003	MEF2B
GM.5.0.C2H2_ZF.0032	CACD
GM.5.0.Mixed.0014	YY1
GM.5.0.Forkhead.0009	FOXJ3
GM.5.0.Forkhead.0009	FOXK1
GM.5.0.T-box.0004	TBX20
GM.5.0.Nuclear_receptor.0016	HNF4A
GM.5.0.Nuclear_receptor.0016	NR1I2
GM.5.0.Nuclear_receptor.0016	RARB
GM.5.0.Nuclear_receptor.0016	RARG
GM.5.0.Nuclear_receptor.0016	RXRA
GM.5.0.Nuclear_receptor.0017	VDR
GM.5.0.Nuclear_receptor.0017	RXRA
GM.5.0.DM.0003	DMRT3
GM.5.0.DM.0003	DMRT1
GM.5.0.DM.0003	DMRTA2
GM.5.0.Nuclear_receptor.0018	NR4A1
GM.5.0.bHLH.0028	MSC
GM.5.0.bHLH.0028	TCF21
GM.5.0.Nuclear_receptor.0019	NR2F1
GM.5.0.Nuclear_receptor.0019	NR2F2
GM.5.0.Nuclear_receptor.0019	RXRA
GM.5.0.Nuclear_receptor.0019	PPARG
GM.5.0.Sox.0011	HBP1
GM.5.0.STAT.0002	STAT6
GM.5.0.Forkhead.0010	FOXQ1
GM.5.0.C2H2_ZF.0035	ZNF143
GM.5.0.Nuclear_receptor.0020	PPARA
GM.5.0.Nuclear_receptor.0020	PPARG
GM.5.0.Nuclear_receptor.0020	RXRA
GM.5.0.Nuclear_receptor.0020	RXR
GM.5.0.bHLH.0029	HEY2
GM.5.0.bHLH.0029	HEY1
GM.5.0.bHLH.0029	CMYC
GM.5.0.Myb_SANT.0005	MYBL1
GM.5.0.Myb_SANT.0005	MYBL2
GM.5.0.RFX.0002	RFX5
GM.5.0.RFX.0002	RFX6
GM.5.0.Homeodomain.0035	SNAI1
GM.5.0.Homeodomain.0035	PKNOX1
GM.5.0.Homeodomain.0035	MEIS1
GM.5.0.Homeodomain.0035	MEIS2
GM.5.0.Homeodomain.0035	PKNOX2
GM.5.0.Homeodomain.0035	MEIS3
GM.5.0.Homeodomain.0035	TGIF1
GM.5.0.Homeodomain.0035	TGIF2
GM.5.0.bHLH.0030	ARNT
GM.5.0.bHLH.0030	ID2
GM.5.0.bHLH.0030	MLXIP
GM.5.0.bHLH.0030	USF2
GM.5.0.bHLH.0030	MAX
GM.5.0.bHLH.0030	ARNTL
GM.5.0.bHLH.0030	BHLHE40
GM.5.0.bHLH.0030	BHLHE41
GM.5.0.bHLH.0030	MLX
GM.5.0.bHLH.0030	MLXIPL
GM.5.0.bHLH.0030	MYC
GM.5.0.Homeodomain.0036	CDX2
GM.5.0.Homeodomain.0036	HOXB13
GM.5.0.Homeodomain.0036	HOXC9
GM.5.0.Homeodomain_POU.0006	POU2F1
GM.5.0.Homeodomain_POU.0006	POU2F2
GM.5.0.Homeodomain_POU.0006	POU2F3
GM.5.0.Homeodomain_POU.0006	POU3F3
GM.5.0.Homeodomain_POU.0006	POU5F1B
GM.5.0.Forkhead.0011	FOXG1
GM.5.0.bZIP.0019	ATF3
GM.5.0.bZIP.0019	BACH1
GM.5.0.bZIP.0019	FOSB
GM.5.0.bZIP.0019	FOSL1
GM.5.0.bZIP.0019	FOSL2
GM.5.0.bZIP.0019	FOS
GM.5.0.bZIP.0019	JUNB
GM.5.0.bZIP.0019	JUND
GM.5.0.bZIP.0019	JUN
GM.5.0.bZIP.0019	SMARCC1
GM.5.0.Forkhead.0012	FOXO3
GM.5.0.C2H2_ZF.0037	CTCF
GM.5.0.Mixed.0017	ZNF436
GM.5.0.bHLH.0031	LMO2
GM.5.0.Homeodomain_POU.0007	POU5F1
GM.5.0.Homeodomain_POU.0007	SOX2
GM.5.0.Homeodomain_POU.0007	NANOG
GM.5.0.DM.0004	DMRT1
GM.5.0.DM.0004	DMRTC2
GM.5.0.bHLH.0032	MYF6
GM.5.0.Homeodomain.0037	HOMEZ
GM.5.0.GATA.0006	GATA3
GM.5.0.p53.0001	P53
GM.5.0.p53.0001	TP53
GM.5.0.p53.0001	TP63
GM.5.0.p53.0001	TRP53
GM.5.0.p53.0001	TP73
GM.5.0.p53.0001	P63
GM.5.0.bHLH.0033	BHLHE40
GM.5.0.bHLH.0033	ARNTL
GM.5.0.Sox.0012	SOX14
GM.5.0.Sox.0012	SOX15
GM.5.0.Sox.0012	SOX18
GM.5.0.Sox.0012	SOX21
GM.5.0.Sox.0012	SOX2
GM.5.0.Sox.0012	SRY
GM.5.0.Sox.0012	ENSMUSG00000079994
GM.5.0.Sox.0012	SOX3
GM.5.0.C2H2_ZF.0038	PRDM14
GM.5.0.Ets.0010	SPIB
GM.5.0.Ets.0010	SFPI1
GM.5.0.Ets.0010	SPI1
GM.5.0.C2H2_ZF.0039	ZNF382
GM.5.0.AP-2.0002	TFAP2A
GM.5.0.AP-2.0002	TFAP2B
GM.5.0.AP-2.0002	TFAP2C
GM.5.0.AP-2.0002	TCFAP2A
GM.5.0.Ets.0011	ETS1
GM.5.0.Ets.0011	ETS2
GM.5.0.C2H2_ZF.0040	REST
GM.5.0.RFX.0003	RFX1
GM.5.0.RFX.0003	RFX2
GM.5.0.C2H2_ZF.0041	BCL6
GM.5.0.Grainyhead.0001	TCFCP2L1
GM.5.0.Grainyhead.0001	TFCP2L1
GM.5.0.Unknown.0004	NF1
GM.5.0.Homeodomain.0038	TLX2
GM.5.0.Nuclear_receptor.0021	RARA
GM.5.0.Nuclear_receptor.0021	RXRA
GM.5.0.Nuclear_receptor.0021	RXRG
GM.5.0.bZIP.0020	GABP
GM.5.0.bZIP.0020	NFE2L2
GM.5.0.RFX.0004	RFX2
GM.5.0.RFX.0004	RFX4
GM.5.0.RFX.0004	RFX7
GM.5.0.RFX.0004	RFX3
GM.5.0.Homeodomain.0041	HOXD9
GM.5.0.bZIP.0021	BATF3
GM.5.0.bHLH.0034	HES5
GM.5.0.bHLH.0034	HES7
GM.5.0.Nuclear_receptor.0022	ESR1
GM.5.0.Nuclear_receptor.0022	ESR2
GM.5.0.Nuclear_receptor.0022	ESRRA
GM.5.0.Rel.0004	NFKB1
GM.5.0.bHLH.0035	ARNTL
GM.5.0.bHLH.0035	NPAS2
GM.5.0.Forkhead.0013	FOXC1
GM.5.0.Forkhead.0013	FOXD1
GM.5.0.Forkhead.0013	FOXD3
GM.5.0.bHLH.0036	NEUROG1
GM.5.0.bHLH.0036	OLIG2
GM.5.0.Homeodomain.0042	ALX1
GM.5.0.Homeodomain.0042	PROP1
GM.5.0.C2H2_ZF_Homeodomain.0001	ZEB1
GM.5.0.AP-2.0003	TFAP2A
GM.5.0.AP-2.0003	TFAP2B
GM.5.0.AP-2.0003	TFAP2C
GM.5.0.AP-2.0003	TCFAP2A
GM.5.0.C2H2_ZF.0043	EGR3
GM.5.0.C2H2_ZF.0043	EGR2
GM.5.0.C2H2_ZF.0043	EGR1
GM.5.0.Homeodomain.0043	ALX4
GM.5.0.Homeodomain.0043	ALX1
GM.5.0.Forkhead.0014	FOXJ2
GM.5.0.Forkhead.0014	FOXC1
GM.5.0.Forkhead.0014	FOXC2
GM.5.0.Forkhead.0014	FOXL1
GM.5.0.Rel.0005	NFKB1
GM.5.0.Rel.0005	NFKB
GM.5.0.Homeodomain.0044	RHOXF1
GM.5.0.Mixed.0019	XBP1
GM.5.0.C2H2_ZF.0044	IKZF1
GM.5.0.Homeodomain.0045	LHX3
GM.5.0.C2H2_ZF.0045	MTF1
GM.5.0.Sox.0013	TCF4
GM.5.0.Sox.0013	TCF3
GM.5.0.Sox.0013	TCF7L2
GM.5.0.Sox.0013	LEF1
GM.5.0.Sox.0013	TCF7
GM.5.0.Sox.0013	TCF7L1
GM.5.0.C2H2_ZF.0046	KLF9
GM.5.0.C2H2_ZF.0046	OVOL2
GM.5.0.T-box.0005	TBX5
GM.5.0.T-box.0005	TBX20
GM.5.0.T-box.0005	EOMES
GM.5.0.T-box.0005	MGA
GM.5.0.T-box.0005	TBX1
GM.5.0.T-box.0005	TBX15
GM.5.0.T-box.0005	TBX2
GM.5.0.T-box.0005	TBX4
GM.5.0.Nuclear_receptor.0024	AR
GM.5.0.Nuclear_receptor.0024	NR3C1
GM.5.0.Forkhead.0015	FOXI1
GM.5.0.Homeodomain.0046	IRX2
GM.5.0.Homeodomain.0046	IRX5
GM.5.0.Homeodomain.0046	IRX3
GM.5.0.SMAD.0005	SMAD2
GM.5.0.SMAD.0005	SMAD3
GM.5.0.SMAD.0005	SMAD4
GM.5.0.RFX.0005	RFX2
GM.5.0.RFX.0005	RFX3
GM.5.0.RFX.0005	RFX4
GM.5.0.Ets.0012	ELF5
GM.5.0.Ets.0012	ETV5
GM.5.0.Ets.0012	FLI1
GM.5.0.CBF_NF-Y.0001	NFYA
GM.5.0.Homeodomain.0049	PITX2
GM.5.0.Homeodomain.0050	LHX6
GM.5.0.Homeodomain.0050	PDX1
GM.5.0.Homeodomain.0050	LHX8
GM.5.0.Homeodomain.0051	BARHL1
GM.5.0.Homeodomain.0051	BARHL2
GM.5.0.Homeodomain.0052	PBX3
GM.5.0.Homeodomain.0052	PBX1
GM.5.0.Homeodomain.0052	PBX2
GM.5.0.Homeodomain.0052	PKNOX1
GM.5.0.T-box.0006	T
GM.5.0.Homeodomain.0053	HMX3
GM.5.0.Homeodomain.0054	NKX2.5
GM.5.0.Homeodomain.0054	NKX2.2
GM.5.0.Homeodomain.0054	NKX2-8
GM.5.0.Homeodomain.0054	NKX2.1
GM.5.0.Homeodomain.0055	GSX2
GM.5.0.Homeodomain.0055	NKX6-2
GM.5.0.IRF.0002	IRF1
GM.5.0.IRF.0002	IRF
GM.5.0.IRF.0002	IRF2
GM.5.0.C2H2_ZF.0047	YY1
GM.5.0.C2H2_ZF.0047	YY2
GM.5.0.T-box.0007	TBX1
GM.5.0.T-box.0007	TBX21
GM.5.0.C2H2_ZF.0048	REST
GM.5.0.Homeodomain.0056	MEIS1
GM.5.0.Homeodomain.0056	MEIS2
GM.5.0.bZIP.0022	ATF3
GM.5.0.SMAD.0006	NFIA
GM.5.0.SMAD.0006	NFIB
GM.5.0.SMAD.0006	NFIX
GM.5.0.SMAD.0006	NFIC
GM.5.0.SMAD.0006	TLX1
GM.5.0.SMAD.0006	NR2E1
GM.5.0.Homeodomain.0057	HOXC11
GM.5.0.Homeodomain.0057	HOXA11
GM.5.0.Homeodomain.0057	HOXD11
GM.5.0.Homeodomain.0057	HOXC12
GM.5.0.Homeodomain.0057	HOXD10
GM.5.0.Homeodomain.0057	HOXD9
GM.5.0.Nuclear_receptor.0025	PGR
GM.5.0.Nuclear_receptor.0025	AR
GM.5.0.Nuclear_receptor.0025	NR3C1
GM.5.0.Myb_SANT.0006	MYBL1
GM.5.0.Myb_SANT.0006	MYBL2
GM.5.0.Nuclear_receptor.0026	RARG
GM.5.0.Nuclear_receptor.0026	RXRA
GM.5.0.Nuclear_receptor.0026	RARA
GM.5.0.Sox.0014	SOX10
GM.5.0.Sox.0014	SOX18
GM.5.0.Sox.0014	SOX21
GM.5.0.Sox.0014	SOX2
GM.5.0.Sox.0014	SOX7
GM.5.0.Sox.0014	SOX8
GM.5.0.Sox.0014	SOX9
GM.5.0.Sox.0014	SOX17
GM.5.0.Sox.0014	SOX3
GM.5.0.bHLH.0037	ARNT
GM.5.0.bHLH.0037	MYC
GM.5.0.bHLH.0037	MAX
GM.5.0.C2H2_ZF_Homeodomain.0002	ZEB1
GM.5.0.Nuclear_receptor.0027	NR1H3
GM.5.0.Nuclear_receptor.0027	RXRA
GM.5.0.Nuclear_receptor.0028	HNF4A
GM.5.0.Nuclear_receptor.0028	HNF4G
GM.5.0.Nuclear_receptor.0028	NR1H3
GM.5.0.Homeodomain.0059	NKX2-1
GM.5.0.Homeodomain.0059	NKX2-8
GM.5.0.C2H2_ZF.0049	ZIC2
GM.5.0.C2H2_ZF.0049	ZIC3
GM.5.0.bHLH.0038	SREBF1
GM.5.0.bHLH.0038	SREBF2
GM.5.0.bHLH.0039	USF2
GM.5.0.bHLH.0039	TCFE3
GM.5.0.bHLH.0039	TCFEB
GM.5.0.bHLH.0039	TCFEC
GM.5.0.bHLH.0039	MITF
GM.5.0.bHLH.0039	USF1
GM.5.0.bHLH.0039	TFE3
GM.5.0.bHLH.0039	TFEB
GM.5.0.bHLH.0039	TFEC
GM.5.0.bHLH.0039	USF
GM.5.0.C2H2_ZF.0050	SP1
GM.5.0.C2H2_ZF.0050	SP2
GM.5.0.IRF.0003	IRF6
GM.5.0.IRF.0003	IRF2
GM.5.0.Homeodomain.0060	MNX1
GM.5.0.C2H2_ZF.0051	HIVEP1
GM.5.0.bHLH.0040	MNT
GM.5.0.bHLH.0040	BHLHE40
GM.5.0.Sox.0015	LEF1
GM.5.0.Sox.0015	TCF7L1
GM.5.0.Sox.0015	TCF7
GM.5.0.Homeodomain_Paired_box.0003	PAX4
GM.5.0.Sox.0016	SOX18
GM.5.0.Nuclear_receptor.0029	HNF4
GM.5.0.bZIP.0023	MAFB
GM.5.0.AP-2.0004	TFAP2A
GM.5.0.AP-2.0004	TFAP2C
GM.5.0.C2H2_ZF.0053	ZBTB33
GM.5.0.C2H2_ZF.0053	BRCA1
GM.5.0.CxC.0001	LIN54
GM.5.0.Homeodomain.0062	PITX1
GM.5.0.Forkhead.0016	FOXO1
GM.5.0.Forkhead.0016	FOXO3
GM.5.0.Ets.0013	ETS
GM.5.0.Ets.0013	ELK1
GM.5.0.Ets.0013	ETV4
GM.5.0.Ets.0013	FEV
GM.5.0.Ets.0013	ETV1
GM.5.0.Ets.0013	ELK3
GM.5.0.Ets.0013	GABPA
GM.5.0.Ets.0013	EHF
GM.5.0.Ets.0013	ETV5
GM.5.0.Ets.0013	FLI1
GM.5.0.Ets.0013	ELK4
GM.5.0.Ets.0013	ELF5
GM.5.0.Ets.0013	ETV6
GM.5.0.Ets.0013	ETS1
GM.5.0.Ets.0013	ELF2
GM.5.0.Ets.0013	ERG
GM.5.0.Ets.0013	GM5454
GM.5.0.Grainyhead.0002	GRHL2
GM.5.0.Grainyhead.0002	GRHL1
GM.5.0.T-box.0008	T
GM.5.0.T-box.0008	TBX5
GM.5.0.CSL.0003	RBPJ
GM.5.0.bHLH.0041	MLX
GM.5.0.bHLH.0041	BHLHE41
GM.5.0.bHLH.0041	MAX
GM.5.0.STAT.0003	STAT3
GM.5.0.Forkhead.0017	FOXP1
GM.5.0.Forkhead.0017	FOXJ2
GM.5.0.Forkhead.0017	FOXP2
GM.5.0.Forkhead.0017	FOXO3
GM.5.0.Forkhead.0017	FOXC1
GM.5.0.C2H2_ZF.0055	PRDM1
GM.5.0.bHLH.0042	BHLHA15
GM.5.0.bHLH.0042	BHLHE22
GM.5.0.bHLH.0042	BHLHE23
GM.5.0.bHLH.0042	NEUROD2
GM.5.0.bHLH.0042	OLIG1
GM.5.0.bHLH.0042	OLIG2
GM.5.0.bHLH.0042	OLIG3
GM.5.0.Sox.0017	ENSMUSG00000079994
GM.5.0.Nuclear_receptor.0030	NR3C1
GM.5.0.Homeodomain.0063	EN1
GM.5.0.Homeodomain.0063	GBX2
GM.5.0.C2H2_ZF.0056	HIC1
GM.5.0.C2H2_ZF.0056	HIC2
GM.5.0.Homeodomain.0064	BARX2
GM.5.0.Homeodomain_POU.0008	POU1F1
GM.5.0.GATA.0007	EHF
GM.5.0.Homeodomain.0065	HNF1A
GM.5.0.Homeodomain.0065	HNF1
GM.5.0.Forkhead.0018	FOXA1
GM.5.0.Forkhead.0018	FOXA
GM.5.0.Nuclear_receptor.0031	NR5A2
GM.5.0.Nuclear_receptor.0031	NR5A1
GM.5.0.Homeodomain.0066	NKX2-3
GM.5.0.Homeodomain.0066	NKX2-2
GM.5.0.Homeodomain.0066	NKX2-5
GM.5.0.bHLH.0043	TFAP4
GM.5.0.bHLH.0044	MESP1
GM.5.0.bHLH.0044	TCF4
GM.5.0.Nuclear_receptor.0032	NR2F1
GM.5.0.Nuclear_receptor.0032	NR2C2
GM.5.0.bZIP.0024	ATF2
GM.5.0.bZIP.0024	JUN
GM.5.0.bZIP.0024	JUND
GM.5.0.bZIP.0024	FOS
GM.5.0.bZIP.0024	FOSL1
GM.5.0.C2H2_ZF.0057	KLF9
GM.5.0.C2H2_ZF.0057	KLF16
GM.5.0.C2H2_ZF.0057	SP3
GM.5.0.Unknown.0007	NRF1
GM.5.0.STAT.0004	STAT5A
GM.5.0.GATA.0008	GATA2
GM.5.0.GATA.0008	GATA3
GM.5.0.GATA.0008	GATA4
GM.5.0.GATA.0008	GATA6
GM.5.0.GATA.0008	GATA1
GM.5.0.C2H2_ZF.0058	GLI2
GM.5.0.C2H2_ZF.0058	ZBTB7A
GM.5.0.C2H2_ZF.0058	ZBTB7B
GM.5.0.C2H2_ZF.0058	ZBTB7C
GM.5.0.AT_hook.0001	AHCTF1
GM.5.0.bZIP.0025	ATF2
GM.5.0.bZIP.0025	ATF7
GM.5.0.Ets.0014	PU.1
GM.5.0.Unknown.0008	HNF1
GM.5.0.C2H2_ZF.0060	HINFP
GM.5.0.Forkhead.0019	FOXD1
GM.5.0.Forkhead.0019	FOXK1
GM.5.0.Forkhead.0019	FOXL2
GM.5.0.Forkhead.0019	FOXO3
GM.5.0.Forkhead.0019	FOXP2
GM.5.0.Forkhead.0019	FOXA2
GM.5.0.Forkhead.0019	FOXI1
GM.5.0.Forkhead.0019	FOXO1
GM.5.0.Forkhead.0019	FOXO4
GM.5.0.Forkhead.0019	FOXO6
GM.5.0.Forkhead.0019	FOXG1
GM.5.0.Forkhead.0019	FOXJ3
GM.5.0.Forkhead.0019	FOXK2
GM.5.0.GATA.0009	GATA1
GM.5.0.TBP.0001	TBP
GM.5.0.Homeodomain.0067	MEIS1
GM.5.0.Homeodomain.0067	MEIS2
GM.5.0.Homeodomain.0068	ISL2
GM.5.0.bHLH.0046	MYF6
GM.5.0.Nuclear_receptor.0033	THRA
GM.5.0.TEA.0001	TEAD2
GM.5.0.TEA.0001	TEAD4
GM.5.0.TEA.0001	TEAD3
GM.5.0.TEA.0001	TEAD1
GM.5.0.Nuclear_receptor.0034	HNF4A
GM.5.0.HSF.0002	HSF2
GM.5.0.HSF.0002	HSF1
GM.5.0.bZIP.0026	MAFF
GM.5.0.bZIP.0026	MAFG
GM.5.0.bZIP.0026	MAFK
GM.5.0.bZIP.0026	NRL
GM.5.0.bZIP.0026	MAFB
GM.5.0.Mixed.0024	DLX5
GM.5.0.Mixed.0024	SP7
GM.5.0.C2H2_ZF.0061	ZFP281
GM.5.0.bHLH.0048	TAL1
GM.5.0.bHLH.0048	TCF3
GM.5.0.bHLH.0048	TWIST1
GM.5.0.IRF.0004	STAT1
GM.5.0.Ets.0015	SPI1
GM.5.0.Ets.0015	SPIB
GM.5.0.Ets.0015	SPIC
GM.5.0.Sox.0018	SOX10
GM.5.0.Sox.0018	SOX9
GM.5.0.Homeodomain_POU.0010	POU3F1
GM.5.0.Homeodomain_POU.0010	POU3F2
GM.5.0.STAT.0005	STAT5A
GM.5.0.STAT.0005	STAT5B
GM.5.0.Nuclear_receptor.0035	NR2F2
GM.5.0.C2H2_ZF.0062	IRF4
GM.5.0.C2H2_ZF.0062	IRF8
GM.5.0.C2H2_ZF.0062	BCL11A
GM.5.0.C2H2_ZF.0063	ZNF75A
GM.5.0.Nuclear_receptor.0036	NR2F1
GM.5.0.Nuclear_receptor.0036	NR2F6
GM.5.0.Nuclear_receptor.0036	RARA
GM.5.0.Nuclear_receptor.0036	RARB
GM.5.0.Nuclear_receptor.0036	RARG
GM.5.0.Homeodomain.0069	HMX2
GM.5.0.Homeodomain.0069	HMX1
GM.5.0.Homeodomain.0069	HMX3
GM.5.0.STAT.0006	STAT2
GM.5.0.STAT.0006	STAT1
GM.5.0.Nuclear_receptor.0037	PGR
GM.5.0.Nuclear_receptor.0037	NR3C1
GM.5.0.C2H2_ZF.0064	CTCFL
GM.5.0.Forkhead.0020	GM5294
GM.5.0.Homeodomain.0070	NKX2-5
GM.5.0.CBF_NF-Y.0002	NFYB
GM.5.0.CBF_NF-Y.0002	NFYA
GM.5.0.CBF_NF-Y.0002	NFYC
GM.5.0.CBF_NF-Y.0002	NFY
GM.5.0.Mixed.0027	IRF8
GM.5.0.Homeodomain.0071	MEIS1
GM.5.0.Homeodomain.0071	MEIS2
GM.5.0.Homeodomain.0071	MEIS3
GM.5.0.Homeodomain.0072	PAX7
GM.5.0.Homeodomain.0072	PAX6
GM.5.0.Homeodomain.0072	PRRX2
GM.5.0.Homeodomain.0072	PDX1
GM.5.0.bHLH.0049	ETV7
GM.5.0.Sox.0019	SOX2
GM.5.0.Sox.0019	SOX4
GM.5.0.Sox.0019	SOX13
GM.5.0.C2H2_ZF.0065	KLF15
GM.5.0.C2H2_ZF.0065	MAZ
GM.5.0.C2H2_ZF.0065	ZNF467
GM.5.0.Forkhead.0021	FOXO1
GM.5.0.Forkhead.0021	FOXO4
GM.5.0.Forkhead.0021	FOXJ1
GM.5.0.C2H2_ZF.0066	SP1
GM.5.0.C2H2_ZF.0066	WT1
GM.5.0.bZIP.0027	ATF5
GM.5.0.bZIP.0028	BACH1
GM.5.0.Nuclear_receptor.0038	NR1H4
GM.5.0.Homeodomain.0073	LHX2
GM.5.0.Homeodomain.0073	MEOX2
GM.5.0.C2H2_ZF.0068	GFI1B
GM.5.0.C2H2_ZF.0068	GFI1
GM.5.0.Nuclear_receptor.0039	ESRRA
GM.5.0.Nuclear_receptor.0039	ESRRG
GM.5.0.Grainyhead.0003	TFCP2
GM.5.0.Forkhead.0023	FOXO1
GM.5.0.Forkhead.0023	FOXP1
GM.5.0.C2H2_ZF.0069	ZSCAN16
GM.5.0.C2H2_ZF.0070	ZNF586
GM.5.0.p53.0002	TRP53
GM.5.0.Nuclear_receptor.0040	NR2F6
GM.5.0.Nuclear_receptor.0040	NR2C1
GM.5.0.Nuclear_receptor.0040	RXRG
GM.5.0.Nuclear_receptor.0040	RXRB
GM.5.0.Nuclear_receptor.0040	NR2F1
GM.5.0.Nuclear_receptor.0040	NR1I3
GM.5.0.Nuclear_receptor.0040	PPARA
GM.5.0.Nuclear_receptor.0040	VDR
GM.5.0.T-box.0009	BRACHYURY
GM.5.0.T-box.0009	TBX19
GM.5.0.T-box.0009	T
GM.5.0.p53.0003	TP53
GM.5.0.IRF.0005	IRF9
GM.5.0.C2H2_ZF.0071	BCL6
GM.5.0.C2H2_ZF.0072	KLF13
GM.5.0.C2H2_ZF.0072	KLF14
GM.5.0.C2H2_ZF.0072	SP4
GM.5.0.TEA.0002	TEAD3
GM.5.0.Unknown.0011	ZBED1
GM.5.0.Ets.0016	SPDEF
GM.5.0.HSF.0003	HSFY2
GM.5.0.Mixed.0029	PAX3
GM.5.0.Rel.0006	NFKB1
GM.5.0.Rel.0006	RELA
GM.5.0.Rel.0006	NFKB2
GM.5.0.Rel.0006	NFKB
GM.5.0.THAP_finger.0002	THAP1
GM.5.0.Nuclear_receptor.0041	PPARD
GM.5.0.C2H2_ZF.0074	MAZ
GM.5.0.bZIP.0029	ATF2
GM.5.0.bZIP.0029	ATF1
GM.5.0.Unknown.0012	SPZ1
GM.5.0.Nuclear_receptor.0042	THRB
GM.5.0.Forkhead.0025	FOXJ2
GM.5.0.Forkhead.0025	FOXJ3
GM.5.0.C2H2_ZF.0075	ZNF354C
GM.5.0.RFX.0006	RFX2
GM.5.0.RFX.0006	RFX1
GM.5.0.RFX.0006	MXI1
GM.5.0.RFX.0006	RFX3
GM.5.0.CUT_Homeodomain.0002	ONECUT1
GM.5.0.CENPB.0001	CENPB
GM.5.0.Forkhead.0026	FOXG1
GM.5.0.Forkhead.0026	FOXK1
GM.5.0.Forkhead.0026	FOXJ3
GM.5.0.GCM.0002	GCM
GM.5.0.GCM.0002	GCM1
GM.5.0.bZIP.0030	FOSB
GM.5.0.T-box.0010	TBX3
GM.5.0.Mixed.0030	HINFP
GM.5.0.Myb_SANT.0007	CDC5L
GM.5.0.Unknown.0013	SOX
GM.5.0.C2H2_ZF.0076	ZNF146
GM.5.0.C2H2_ZF.0076	ZNF260
GM.5.0.C2H2_ZF.0077	ZNF713
GM.5.0.C2H2_ZF.0078	IKZF2
GM.5.0.Homeodomain.0074	BARHL2
GM.5.0.Homeodomain.0074	BARHL1
GM.5.0.Unknown.0014	ZNF322
GM.5.0.Ets.0017	ETV7
GM.5.0.C2H2_ZF.0079	ZBTB3
GM.5.0.C2H2_ZF.0080	ZNF528
GM.5.0.C2H2_ZF.0081	KLF12
GM.5.0.Forkhead.0027	FOXP3
GM.5.0.Nuclear_receptor.0043	AR
GM.5.0.bZIP.0031	DDIT3
GM.5.0.bZIP.0031	CEBPA
GM.5.0.Homeodomain.0075	HOXD4
GM.5.0.Homeodomain.0075	MSX2
GM.5.0.Sox.0020	SOX17
GM.5.0.Forkhead.0028	FOXN1
GM.5.0.Forkhead.0029	FOXP3
GM.5.0.Homeodomain.0076	HOXA13
GM.5.0.IRF.0006	IRF1
GM.5.0.IRF.0006	IRF2
GM.5.0.IRF.0006	IRF9
GM.5.0.C2H2_ZF.0083	PRDM16
GM.5.0.Mixed.0031	PAX4
GM.5.0.Homeodomain.0077	NKX2-5
GM.5.0.Homeodomain.0077	NKX2-1
GM.5.0.EIN3.0001	BRCA1
GM.5.0.Homeodomain.0078	CRX
GM.5.0.Homeodomain.0078	PITX1
GM.5.0.C2H2_ZF.0084	SP2
GM.5.0.Sox.0021	SOX14
GM.5.0.Sox.0021	SOX5
GM.5.0.Sox.0021	SOX17
GM.5.0.Forkhead.0030	FOXB1
GM.5.0.C2H2_ZF.0085	PRDM1
GM.5.0.CSD.0001	YBX1
GM.5.0.C2H2_ZF_Homeodomain.0003	ZEB1
GM.5.0.C2H2_ZF.0086	ZFP128
GM.5.0.C2H2_ZF.0087	ZIC3
GM.5.0.Nuclear_receptor.0044	NR4A2
GM.5.0.C2H2_ZF.0088	ZNF667
GM.5.0.Nuclear_receptor.0045	RARG
GM.5.0.Nuclear_receptor.0045	NR2C1
GM.5.0.Nuclear_receptor.0045	RARB
GM.5.0.Nuclear_receptor.0045	RORA
GM.5.0.Nuclear_receptor.0045	NR2F1
GM.5.0.Nuclear_receptor.0045	RARA
GM.5.0.Nuclear_receptor.0045	NR2F2
GM.5.0.Unknown.0015	NR0B1
GM.5.0.C2H2_ZF.0089	ZNF423
GM.5.0.Mixed.0032	POU1F1
GM.5.0.C2H2_ZF.0090	ZNF354A
GM.5.0.Mixed.0033	ZFHX3
GM.5.0.Homeodomain.0080	ALX1
GM.5.0.STAT.0007	STAT1
GM.5.0.STAT.0007	STAT3
GM.5.0.C2H2_ZF.0091	KLF15
GM.5.0.Mixed.0034	PAX3
