motif	factor
GM.5.0.Mixed.0007	RAD21
GM.5.0.Mixed.0007	CTCFL
GM.5.0.Mixed.0007	SMC3
GM.5.0.Mixed.0007	CTCF
GM.5.0.C2H2_ZF.0012	ZBTB33
GM.5.0.Nuclear_receptor.0010	HNF4G
GM.5.0.Nuclear_receptor.0010	CACBP
GM.5.0.Nuclear_receptor.0010	HNF4A
GM.5.0.CUT_Homeodomain.0001	ONECUT3
GM.5.0.CUT_Homeodomain.0001	LHX6
GM.5.0.CUT_Homeodomain.0001	ONECUT2
GM.5.0.CUT_Homeodomain.0001	DUX4
GM.5.0.CUT_Homeodomain.0001	DUX
GM.5.0.CUT_Homeodomain.0001	ONECUT1
GM.5.0.Sox.0005	BBX
GM.5.0.Homeodomain.0014	HOXA6
GM.5.0.Homeodomain.0014	HOXD4
GM.5.0.Homeodomain.0014	HOXC5
GM.5.0.Homeodomain.0014	NP_032296.2
GM.5.0.Homeodomain.0014	PAX4
GM.5.0.Homeodomain.0014	AC012531.1
GM.5.0.Homeodomain.0014	HOXD8
GM.5.0.Homeodomain.0014	HOXB9
GM.5.0.Homeodomain.0014	HOXB4
GM.5.0.Homeodomain.0014	HOXC9
GM.5.0.C2H2_ZF.0013	KLF5
GM.5.0.C2H2_ZF.0013	KLF3
GM.5.0.C2H2_ZF.0013	KLF6
GM.5.0.C2H2_ZF.0013	KLF2
GM.5.0.C2H2_ZF.0013	KLF1
GM.5.0.C2H2_ZF.0013	SALL4
GM.5.0.C2H2_ZF.0013	KLF4
GM.5.0.C2H2_ZF.0013	KLF7
GM.5.0.MADS_box.0002	MEF2C
GM.5.0.MADS_box.0002	MEF2D
GM.5.0.MADS_box.0002	AC002126.6
GM.5.0.MADS_box.0002	MEF2B
GM.5.0.MADS_box.0002	MYEF2
GM.5.0.MADS_box.0002	MEF2A
GM.5.0.bHLH.0012	EBF1
GM.5.0.bHLH.0012	EBF
GM.5.0.bHLH.0012	EBF3
GM.5.0.bHLH.0013	NHLH1
GM.5.0.bHLH.0013	NHLH2
GM.5.0.bHLH.0013	LYL1
GM.5.0.bHLH.0013	TAL1
GM.5.0.Homeodomain_Paired_box.0001	PAX6
GM.5.0.bHLH.0014	TCF12
GM.5.0.bHLH.0014	MYF5
GM.5.0.bHLH.0014	MYOG
GM.5.0.bHLH.0014	ASCL1
GM.5.0.bHLH.0014	MYOD1
GM.5.0.bHLH.0014	ASCL2
GM.5.0.C2H2_ZF.0014	ZNF35
GM.5.0.C2H2_ZF.0014	ZFP105
GM.5.0.bHLH.0015	FERD3L
GM.5.0.bHLH.0015	PTF1A
GM.5.0.bHLH.0015	MYF5
GM.5.0.Homeodomain.0015	HOXA6
GM.5.0.Homeodomain.0015	HOXD4
GM.5.0.Homeodomain.0015	HOXC5
GM.5.0.Homeodomain.0015	PRRXL1
GM.5.0.Homeodomain.0015	NP_032283.3
GM.5.0.Homeodomain.0015	MSX1
GM.5.0.Homeodomain.0015	AC012531.1
GM.5.0.Homeodomain.0015	HOXD3
GM.5.0.Homeodomain.0015	HOXB4
GM.5.0.Homeodomain.0015	EMX1
GM.5.0.Homeodomain.0015	DLX6
GM.5.0.Homeodomain.0015	NKX2-3
GM.5.0.Mixed.0008	NR2C2
GM.5.0.Mixed.0008	ZBTB33
GM.5.0.Homeodomain.0016	LMX1B
GM.5.0.Homeodomain.0016	LMX1A
GM.5.0.Homeodomain.0016	ARID3A
GM.5.0.C2H2_ZF.0015	MBTPS2
GM.5.0.C2H2_ZF.0015	USF1
GM.5.0.C2H2_ZF.0015	YY1
GM.5.0.C2H2_ZF.0015	NR3C1
GM.5.0.C2H2_ZF.0015	ZFP42
GM.5.0.C2H2_ZF.0015	USF2
GM.5.0.C2H2_ZF.0015	TAF1
GM.5.0.Nuclear_receptor.0011	AR
GM.5.0.Nuclear_receptor.0011	NR3C2
GM.5.0.Nuclear_receptor.0011	PGR
GM.5.0.Nuclear_receptor.0011	NR3C1
GM.5.0.Homeodomain.0017	HOXB4
GM.5.0.Homeodomain.0017	HOXA2
GM.5.0.Homeodomain.0017	PDX1
GM.5.0.GATA.0004	LMO2
GM.5.0.GATA.0004	GATA3
GM.5.0.GATA.0004	GATA4
GM.5.0.GATA.0004	GATA2
GM.5.0.GATA.0004	GATA5
GM.5.0.GATA.0004	GATA6
GM.5.0.GATA.0004	GATA1
GM.5.0.Sox.0006	SOX14
GM.5.0.Sox.0006	ENSMUSG00000079994
GM.5.0.Sox.0006	SOX2
GM.5.0.Sox.0006	SOX7
GM.5.0.Sox.0006	SOX17
GM.5.0.Sox.0006	SOX1
GM.5.0.Sox.0006	SOX3
GM.5.0.Sox.0006	SOX15
GM.5.0.Sox.0006	SRY
GM.5.0.Sox.0006	SOX21
GM.5.0.Sox.0006	SOX18
GM.5.0.C2H2_ZF.0016	OSR1
GM.5.0.C2H2_ZF.0016	OSR2
GM.5.0.bHLH.0016	SIN3A
GM.5.0.bHLH.0016	YY1
GM.5.0.bHLH.0016	SREBF2
GM.5.0.bHLH.0016	SREBF1
GM.5.0.bHLH.0016	ATF3
GM.5.0.Homeodomain_POU.0004	BX088580.2
GM.5.0.Homeodomain_POU.0004	POU2F1
GM.5.0.Homeodomain_POU.0004	CR759815.4
GM.5.0.Homeodomain_POU.0004	CR388229.2
GM.5.0.Homeodomain_POU.0004	POU5F1B
GM.5.0.Homeodomain_POU.0004	AL773544.1
GM.5.0.Homeodomain_POU.0004	TBP
GM.5.0.Homeodomain_POU.0004	POU3F4
GM.5.0.Homeodomain_POU.0004	AL662833.4
GM.5.0.Homeodomain_POU.0004	POU2F2
GM.5.0.Homeodomain_POU.0004	OCT4
GM.5.0.Homeodomain_POU.0004	POU5F1P1
GM.5.0.Homeodomain_POU.0004	POU5F1
GM.5.0.Homeodomain_POU.0004	POU2F3
GM.5.0.Homeodomain_POU.0004	TBPL2
GM.5.0.Mixed.0009	SIN3A
GM.5.0.Mixed.0009	REST
GM.5.0.Mixed.0010	SETDB1
GM.5.0.Mixed.0010	EGR1
GM.5.0.Ets.0006	ZNF76
GM.5.0.Ets.0006	SMARCC2
GM.5.0.Ets.0006	ZFP143
GM.5.0.Ets.0006	NRF1
GM.5.0.Ets.0006	FEV
GM.5.0.Ets.0006	ZNF143
GM.5.0.Ets.0006	ETV2
GM.5.0.Ets.0006	ETS1
GM.5.0.Ets.0006	ENSG00000235187
GM.5.0.Ets.0006	ZFP523
GM.5.0.Ets.0006	ENSMUSG00000044690
GM.5.0.Ets.0006	SMARCC1
GM.5.0.Ets.0006	ERF
GM.5.0.Ets.0006	ETS2
GM.5.0.C2H2_ZF.0017	ZFX
GM.5.0.C2H2_ZF.0017	ZFA
GM.5.0.C2H2_ZF.0017	ZNF711
GM.5.0.C2H2_ZF.0017	ZFY1
GM.5.0.C2H2_ZF.0017	ZFY
GM.5.0.C2H2_ZF.0017	ZFP711
GM.5.0.Unknown.0001	RAD21
GM.5.0.Unknown.0001	SMC3
GM.5.0.Rel.0003	REL
GM.5.0.Rel.0003	NFKB1
GM.5.0.Rel.0003	BCL3
GM.5.0.Rel.0003	RELA
GM.5.0.Homeodomain.0018	HOXA6
GM.5.0.Homeodomain.0018	HOXD4
GM.5.0.Homeodomain.0018	HOXC5
GM.5.0.Homeodomain.0018	LHX3
GM.5.0.Homeodomain.0018	AC012531.1
GM.5.0.Homeodomain.0018	HOXB2
GM.5.0.Homeodomain.0018	HOXD3
GM.5.0.Homeodomain.0018	HOXB4
GM.5.0.Homeodomain.0018	HOXB5
GM.5.0.Homeodomain.0018	ISL1
GM.5.0.Homeodomain.0019	LMX1B
GM.5.0.Homeodomain.0019	HOXB1
GM.5.0.Homeodomain.0019	HOXB2
GM.5.0.Homeodomain.0019	HOXA1
GM.5.0.Homeodomain.0019	HLX
GM.5.0.Homeodomain.0019	HOXD1
GM.5.0.Homeodomain.0020	HOXC4
GM.5.0.Homeodomain.0020	HOXA6
GM.5.0.Homeodomain.0020	HOXD4
GM.5.0.Homeodomain.0020	HOXC5
GM.5.0.Homeodomain.0020	PDX1
GM.5.0.Homeodomain.0020	HOXA5
GM.5.0.Homeodomain.0020	HOXA3
GM.5.0.Homeodomain.0020	VAX2
GM.5.0.Homeodomain.0020	AC012531.1
GM.5.0.Homeodomain.0020	HOXB2
GM.5.0.Homeodomain.0020	HOXD3
GM.5.0.Homeodomain.0020	HOXB4
GM.5.0.Homeodomain.0020	HOXA4
GM.5.0.Homeodomain.0020	EMX1
GM.5.0.Homeodomain.0020	VAX1
GM.5.0.Homeodomain.0020	HOXB5
GM.5.0.Homeodomain.0020	HOXB3
GM.5.0.Homeodomain.0020	GSX1
GM.5.0.Ets.0007	ELK1
GM.5.0.Ets.0007	FEV
GM.5.0.Ets.0007	ETV4
GM.5.0.Ets.0007	ETV2
GM.5.0.Ets.0007	ENSMUSG00000044690
GM.5.0.Ets.0007	ERF
GM.5.0.Ets.0007	ETS2
GM.5.0.Nuclear_receptor.0012	CR759733.4
GM.5.0.Nuclear_receptor.0012	RXRB
GM.5.0.Nuclear_receptor.0012	CR354565.3
GM.5.0.Nuclear_receptor.0012	THRA
GM.5.0.Nuclear_receptor.0012	ESR1
GM.5.0.Nuclear_receptor.0012	CR936877.3
GM.5.0.Nuclear_receptor.0012	AL662824.5
GM.5.0.Nuclear_receptor.0012	AL844527.7
GM.5.0.Nuclear_receptor.0012	THRB
GM.5.0.Homeodomain.0021	HNF1B
GM.5.0.Homeodomain.0021	HNF1A
GM.5.0.AP-2.0001	AP2ALPHA
GM.5.0.AP-2.0001	TCFAP2C
GM.5.0.AP-2.0001	TFAP2C
GM.5.0.AP-2.0001	TCFAP2B
GM.5.0.AP-2.0001	TCFAP2E
GM.5.0.AP-2.0001	TCFAP2A
GM.5.0.AP-2.0001	TFAP2E
GM.5.0.AP-2.0001	TCFAP2D
GM.5.0.AP-2.0001	TFAP2A
GM.5.0.DP_E2F.0001	E2F7
GM.5.0.DP_E2F.0001	TFDP3
GM.5.0.DP_E2F.0001	TFDP2
GM.5.0.DP_E2F.0001	TFDP1
GM.5.0.bZIP.0009	TEF
GM.5.0.bZIP.0009	HLF
GM.5.0.bZIP.0009	NFIL3
GM.5.0.Myb_SANT.0002	PRDM11
GM.5.0.Myb_SANT.0002	MYPOP
GM.5.0.bZIP.0010	RXRA
GM.5.0.bZIP.0010	TCF12
GM.5.0.bZIP.0010	JUN
GM.5.0.bZIP.0010	IRF4
GM.5.0.bZIP.0010	BATF
GM.5.0.Homeodomain.0022	LHX1
GM.5.0.Homeodomain.0022	HOXC5
GM.5.0.Homeodomain.0022	MIX-A
GM.5.0.Homeodomain.0022	UNCX
GM.5.0.Homeodomain.0022	VTN
GM.5.0.Homeodomain.0022	AC012531.1
GM.5.0.Homeodomain.0022	VSX2
GM.5.0.Homeodomain.0022	HOXB2
GM.5.0.Homeodomain.0022	VSX1
GM.5.0.Homeodomain.0022	HOXD1
GM.5.0.Homeodomain.0022	HOXB4
GM.5.0.Homeodomain.0022	OTP
GM.5.0.Homeodomain.0022	HOXA6
GM.5.0.Homeodomain.0022	HOXD4
GM.5.0.Homeodomain.0022	PRRXL1
GM.5.0.Homeodomain.0022	HOXD3
GM.5.0.Homeodomain.0022	HOXC9
GM.5.0.Homeodomain.0022	LHX5
GM.5.0.Homeodomain.0022	HOXB1
GM.5.0.Homeodomain.0022	SEBOX
GM.5.0.Homeodomain.0022	GSX1
GM.5.0.bHLH.0017	SIM1
GM.5.0.bHLH.0017	ENSG00000250811
GM.5.0.bHLH.0017	HIF1A
GM.5.0.bHLH.0017	SIM2
GM.5.0.bHLH.0017	NPAS3
GM.5.0.bHLH.0017	NPAS1
GM.5.0.E2F.0003	E2F1
GM.5.0.E2F.0003	TFDP1
GM.5.0.E2F.0003	E2F2
GM.5.0.E2F.0003	E2F4
GM.5.0.C2H2_ZF.0018	ZNF76
GM.5.0.C2H2_ZF.0018	ZNF143
GM.5.0.C2H2_ZF.0018	ZFP523
GM.5.0.C2H2_ZF.0018	ZFP143
GM.5.0.THAP_finger.0001	THAP1
GM.5.0.Homeodomain_POU.0005	OCT2
GM.5.0.Homeodomain_POU.0005	POU2F1
GM.5.0.Homeodomain_POU.0005	POU2F2
GM.5.0.bZIP.0011	CEBPE
GM.5.0.bZIP.0011	CEBPB
GM.5.0.bZIP.0011	CEBPA
GM.5.0.C2H2_ZF.0019	SP6
GM.5.0.C2H2_ZF.0019	SP5
GM.5.0.C2H2_ZF.0019	KLF5
GM.5.0.C2H2_ZF.0019	KLF12
GM.5.0.C2H2_ZF.0019	KLF7
GM.5.0.C2H2_ZF.0019	SP7
GM.5.0.C2H2_ZF.0019	KLF8
GM.5.0.C2H2_ZF.0019	KLF3
GM.5.0.C2H2_ZF.0019	KLF6
GM.5.0.C2H2_ZF.0019	SP8
GM.5.0.C2H2_ZF.0019	KLF2
GM.5.0.C2H2_ZF.0019	SP9
GM.5.0.C2H2_ZF.0019	SP3
GM.5.0.C2H2_ZF.0019	SP4
GM.5.0.C2H2_ZF.0019	SP2
GM.5.0.Nuclear_receptor.0013	RXRA
GM.5.0.Nuclear_receptor.0013	CR936877.3
GM.5.0.Nuclear_receptor.0013	NR2F6
GM.5.0.Nuclear_receptor.0013	NR1H2
GM.5.0.Nuclear_receptor.0013	HNF4G
GM.5.0.Nuclear_receptor.0013	PPARA
GM.5.0.Nuclear_receptor.0013	CR759733.4
GM.5.0.Nuclear_receptor.0013	CR354565.3
GM.5.0.Nuclear_receptor.0013	RXRB
GM.5.0.Nuclear_receptor.0013	RXRG
GM.5.0.Nuclear_receptor.0013	NR1H3
GM.5.0.Nuclear_receptor.0013	HNF4A
GM.5.0.Nuclear_receptor.0013	PPARG
GM.5.0.Nuclear_receptor.0013	AL662824.5
GM.5.0.Nuclear_receptor.0013	AL844527.7
GM.5.0.Nuclear_receptor.0013	NR2F1
GM.5.0.Nuclear_receptor.0013	PPARD
GM.5.0.Ets.0008	SPI1
GM.5.0.Ets.0008	SPIB
GM.5.0.E2F.0004	E2F1
GM.5.0.E2F.0004	E2F6
GM.5.0.E2F.0004	E2F5
GM.5.0.E2F.0004	E2F4
GM.5.0.CSL.0001	RBPSUH-RS3
GM.5.0.CSL.0001	RBPJ
GM.5.0.Myb_SANT.0003	MYB
GM.5.0.Myb_SANT.0003	MYBL1
GM.5.0.Myb_SANT.0003	MYBL2
GM.5.0.Homeodomain.0023	IRX4
GM.5.0.Homeodomain.0023	IRX3
GM.5.0.Homeodomain.0023	IRX2
GM.5.0.Homeodomain.0023	IRX1
GM.5.0.Homeodomain.0023	IRX5
GM.5.0.Homeodomain.0023	IRX6
GM.5.0.C2H2_ZF.0020	EGR2
GM.5.0.C2H2_ZF.0020	EGR4
GM.5.0.C2H2_ZF.0020	EGR3
GM.5.0.C2H2_ZF.0020	EGR1
GM.5.0.bHLH.0018	SCL
GM.5.0.bHLH.0018	ASCL1
GM.5.0.bHLH.0018	TAL1
GM.5.0.T-box.0003	TBX4
GM.5.0.T-box.0003	TBX5
GM.5.0.bZIP.0012	ATF3
GM.5.0.Myb_SANT.0004	AMYB
GM.5.0.Myb_SANT.0004	MYBL2
GM.5.0.Myb_SANT.0004	MYB
GM.5.0.Myb_SANT.0004	BMYB
GM.5.0.Myb_SANT.0004	MYBL1
GM.5.0.Mixed.0011	STAT6
GM.5.0.Mixed.0011	ETS2
GM.5.0.bHLH.0019	HAND1
GM.5.0.bHLH.0020	MYF5
GM.5.0.bHLH.0020	NHLH2
GM.5.0.bHLH.0020	MYOG
GM.5.0.bHLH.0020	TAL1
GM.5.0.bHLH.0020	NHLH1
GM.5.0.bHLH.0020	LYL1
GM.5.0.Forkhead.0005	FOXD4L6
GM.5.0.Forkhead.0005	FOXD4L3
GM.5.0.Forkhead.0005	FOXF1A
GM.5.0.Forkhead.0005	FOXB1
GM.5.0.Forkhead.0005	FOXD4L1
GM.5.0.Forkhead.0005	FOXI3
GM.5.0.Forkhead.0005	FOXC1
GM.5.0.Forkhead.0005	FOXA1
GM.5.0.Forkhead.0005	KIAA0415
GM.5.0.Forkhead.0005	FOXD4
GM.5.0.Forkhead.0005	FOXD4L5
GM.5.0.Forkhead.0005	FOXD3
GM.5.0.Forkhead.0005	FOXD2
GM.5.0.Forkhead.0005	FOXK2
GM.5.0.Forkhead.0005	FOXB2
GM.5.0.Forkhead.0005	FOXE3
GM.5.0.Forkhead.0005	HDAC2
GM.5.0.Forkhead.0005	FOXE1
GM.5.0.Forkhead.0005	FOXF2
GM.5.0.Forkhead.0005	FOXI2
GM.5.0.Forkhead.0005	FOXA3
GM.5.0.Forkhead.0005	FOXC2
GM.5.0.Forkhead.0005	FOXL2
GM.5.0.Forkhead.0005	FOXS1
GM.5.0.Forkhead.0005	FOXQ1
GM.5.0.Forkhead.0005	FOXI1
GM.5.0.Homeodomain.0024	HNF1B
GM.5.0.bZIP.0013	FRA2
GM.5.0.bZIP.0013	CEBPB
GM.5.0.bZIP.0013	JUNB
GM.5.0.bZIP.0013	MEF2C
GM.5.0.bZIP.0013	TCF7L2
GM.5.0.bZIP.0013	FOS
GM.5.0.bZIP.0013	BATF
GM.5.0.bZIP.0013	JDP2
GM.5.0.bZIP.0013	JUN
GM.5.0.bZIP.0013	TAL1
GM.5.0.bZIP.0013	ATF3
GM.5.0.bZIP.0013	SMARCC2
GM.5.0.bZIP.0013	TRIM28
GM.5.0.bZIP.0013	FOSL1
GM.5.0.bZIP.0013	FOSL2
GM.5.0.bZIP.0013	FOSB
GM.5.0.bZIP.0013	SMARCB1
GM.5.0.bZIP.0013	SMARCC1
GM.5.0.bZIP.0013	NR3C1
GM.5.0.bZIP.0013	JUND
GM.5.0.bZIP.0013	HMGN3
GM.5.0.bZIP.0013	PRDM1
GM.5.0.bZIP.0013	EP300
GM.5.0.bZIP.0013	NFE2
GM.5.0.bZIP.0013	MEF2A
GM.5.0.Mixed.0012	REST
GM.5.0.Mixed.0012	BCL3
GM.5.0.E2F.0005	E2F1
GM.5.0.E2F.0005	E2F3
GM.5.0.E2F.0005	E2F2
GM.5.0.C2H2_ZF.0021	ZNF263
GM.5.0.bHLH.0021	TCF12
GM.5.0.bHLH.0021	NHLH1
GM.5.0.bHLH.0021	NHLH2
GM.5.0.bHLH.0021	FIGLA
GM.5.0.bHLH.0021	TCF4
GM.5.0.bHLH.0021	TAL1
GM.5.0.bHLH.0021	ASCL1
GM.5.0.bHLH.0021	LYL1
GM.5.0.bHLH.0021	TCF3
GM.5.0.bHLH.0021	ASCL2
GM.5.0.C2H2_ZF.0022	ZFP740
GM.5.0.C2H2_ZF.0022	ZNF740
GM.5.0.Homeodomain.0025	HOXA7
GM.5.0.Homeodomain.0025	HOXA6
GM.5.0.Homeodomain.0025	HOXD4
GM.5.0.Homeodomain.0025	NOTO
GM.5.0.Homeodomain.0025	HOXC5
GM.5.0.Homeodomain.0025	EMX2
GM.5.0.Homeodomain.0025	HOXB1
GM.5.0.Homeodomain.0025	VAX2
GM.5.0.Homeodomain.0025	AC012531.1
GM.5.0.Homeodomain.0025	HOXB2
GM.5.0.Homeodomain.0025	HOXD3
GM.5.0.Homeodomain.0025	VAX1
GM.5.0.Homeodomain.0025	HOXB7
GM.5.0.Homeodomain.0025	EMX1
GM.5.0.Homeodomain.0025	POU6F1
GM.5.0.Homeodomain.0025	HOXB4
GM.5.0.Homeodomain.0025	HOXD1
GM.5.0.Homeodomain.0025	DLX6
GM.5.0.Homeodomain.0025	MNX1
GM.5.0.C2H2_ZF.0023	RXRA
GM.5.0.C2H2_ZF.0023	CTCFL
GM.5.0.C2H2_ZF.0023	ZBTB7A
GM.5.0.SMAD.0003	NFIB
GM.5.0.SMAD.0003	NFIX
GM.5.0.SMAD.0003	NFIA
GM.5.0.SMAD.0003	NFIC
GM.5.0.bHLH.0022	TCF12
GM.5.0.bHLH.0022	E2A
GM.5.0.bHLH.0022	MYOD
GM.5.0.bHLH.0022	ZEB1
GM.5.0.bHLH.0022	PTF1A
GM.5.0.bHLH.0022	HEB
GM.5.0.bHLH.0022	ASCL1
GM.5.0.bHLH.0022	TCF4
GM.5.0.bHLH.0022	TCF3
GM.5.0.bHLH.0022	ASCL2
GM.5.0.Forkhead.0006	FOXP4
GM.5.0.Forkhead.0006	FOXP1
GM.5.0.Forkhead.0006	FOXP2
GM.5.0.Forkhead.0006	FOXO3
GM.5.0.Forkhead.0006	FOXO4
GM.5.0.Forkhead.0006	FOXP3
GM.5.0.Sox.0007	SOX10
GM.5.0.Sox.0007	SOX9
GM.5.0.Runt.0003	ENSG00000250096
GM.5.0.Runt.0003	MEF2C
GM.5.0.Runt.0003	RUNX2
GM.5.0.Runt.0003	RUNX3
GM.5.0.Runt.0003	RUNX1
GM.5.0.Runt.0003	MEF2A
GM.5.0.Homeodomain.0026	GBX2
GM.5.0.Homeodomain.0026	EVX2
GM.5.0.Homeodomain.0026	DLX5
GM.5.0.Homeodomain.0026	ISX
GM.5.0.Homeodomain.0026	HOXA3
GM.5.0.Homeodomain.0026	EMX2
GM.5.0.Homeodomain.0026	MSX1
GM.5.0.Homeodomain.0026	GBX1
GM.5.0.Homeodomain.0026	EVX1
GM.5.0.Homeodomain.0026	NKX1-1
GM.5.0.Homeodomain.0026	NKX1-2
GM.5.0.Homeodomain.0026	HOXD1
GM.5.0.Homeodomain.0026	HOXB3
GM.5.0.Homeodomain.0026	BARX2
GM.5.0.Homeodomain.0027	CR933878.8
GM.5.0.Homeodomain.0027	PBX4
GM.5.0.Homeodomain.0027	AL662830.5
GM.5.0.Homeodomain.0027	PBX2
GM.5.0.Homeodomain.0027	PBX1
GM.5.0.Homeodomain.0027	PBX3
GM.5.0.Homeodomain.0027	AL845464.3
GM.5.0.Homeodomain.0027	BX284686.1
GM.5.0.Homeodomain.0027	CR812478.2
GM.5.0.Homeodomain.0027	BX927239.6
GM.5.0.SMAD.0004	NFIB
GM.5.0.SMAD.0004	NFIX
GM.5.0.SMAD.0004	NFIA
GM.5.0.SMAD.0004	NFIC
GM.5.0.C2H2_ZF.0024	MXI1
GM.5.0.C2H2_ZF.0024	CTCFL
GM.5.0.C2H2_ZF.0024	MAX
GM.5.0.C2H2_ZF.0024	RAD21
GM.5.0.C2H2_ZF.0024	MYC
GM.5.0.C2H2_ZF.0024	CTCF
GM.5.0.C2H2_ZF.0024	SMC3
GM.5.0.Homeodomain.0028	HOXA6
GM.5.0.Homeodomain.0028	HOXD4
GM.5.0.Homeodomain.0028	HOXC5
GM.5.0.Homeodomain.0028	AC012531.1
GM.5.0.Homeodomain.0028	HOXB2
GM.5.0.Homeodomain.0028	HOXD3
GM.5.0.Homeodomain.0028	HOXB4
GM.5.0.Homeodomain.0028	PBX1
GM.5.0.Paired_box.0002	PAX8
GM.5.0.Paired_box.0002	PAX9
GM.5.0.Paired_box.0002	PAX1
GM.5.0.Paired_box.0002	PAX5
GM.5.0.Homeodomain.0029	NKX2-3
GM.5.0.Homeodomain.0029	GATA2
GM.5.0.Homeodomain.0029	NKX2-6
GM.5.0.E2F.0006	E2F3
GM.5.0.E2F.0006	TFDP1
GM.5.0.E2F.0006	E2F6
GM.5.0.E2F.0006	E2F5
GM.5.0.E2F.0006	E2F7
GM.5.0.E2F.0006	E2F4
GM.5.0.E2F.0006	E2F1
GM.5.0.Mixed.0013	SPI1
GM.5.0.Mixed.0013	NFKB1
GM.5.0.Mixed.0013	BCL3
GM.5.0.Sox.0008	SOX6
GM.5.0.Sox.0008	SOX17
GM.5.0.Sox.0008	SOX14
GM.5.0.bHLH.0023	MXI1
GM.5.0.bHLH.0023	MYCN
GM.5.0.bHLH.0023	CLOCK
GM.5.0.bHLH.0023	ARNTL
GM.5.0.bHLH.0023	NPAS2
GM.5.0.bHLH.0023	MYCS
GM.5.0.bHLH.0023	MYCL
GM.5.0.Homeodomain.0030	HOXC13
GM.5.0.Homeodomain.0030	HOXA6
GM.5.0.Homeodomain.0030	NP_032296.2
GM.5.0.Homeodomain.0030	HOXD13
GM.5.0.Homeodomain.0030	NP_032300.2
GM.5.0.Homeodomain.0030	HOXA13
GM.5.0.Homeodomain.0030	HOXB13
GM.5.0.Homeodomain.0030	HOXD11
GM.5.0.Homeodomain.0030	HOXB9
GM.5.0.Homeodomain.0030	HOXA11
GM.5.0.Homeodomain.0030	HOXC12
GM.5.0.Homeodomain.0030	HOXC10
GM.5.0.Homeodomain.0030	HOXD12
GM.5.0.Homeodomain.0030	HOXD9
GM.5.0.Homeodomain.0030	HOXA9
GM.5.0.Homeodomain.0030	HOXC11
GM.5.0.Homeodomain.0030	HOXC9
GM.5.0.Homeodomain.0030	HOXA10
GM.5.0.C2H2_ZF.0025	REST
GM.5.0.STAT.0001	STAT
GM.5.0.STAT.0001	STAT5
GM.5.0.STAT.0001	STAT4
GM.5.0.STAT.0001	STAT3
GM.5.0.STAT.0001	STAT5A
GM.5.0.STAT.0001	STAT1
GM.5.0.CSL.0002	RBPJ
GM.5.0.Unknown.0002	WRNIP1
GM.5.0.Unknown.0002	TAF1
GM.5.0.Homeodomain.0031	NKX6-2
GM.5.0.Homeodomain.0031	HOXA6
GM.5.0.Homeodomain.0031	HOXD4
GM.5.0.Homeodomain.0031	HOXC5
GM.5.0.Homeodomain.0031	POU4F1
GM.5.0.Homeodomain.0031	HOXB1
GM.5.0.Homeodomain.0031	AC012531.1
GM.5.0.Homeodomain.0031	VSX2
GM.5.0.Homeodomain.0031	NKX6-3
GM.5.0.Homeodomain.0031	HOXD3
GM.5.0.Homeodomain.0031	NP_083278.1
GM.5.0.Homeodomain.0031	HOXB4
GM.5.0.Homeodomain.0031	HOXB2
GM.5.0.Homeodomain.0031	POU4F2
GM.5.0.Homeodomain.0031	GSX1
GM.5.0.Homeodomain.0032	LHX1
GM.5.0.Homeodomain.0032	LHX3
GM.5.0.Homeodomain.0032	LHX6
GM.5.0.Homeodomain.0032	NP_001076596.1
GM.5.0.Homeodomain.0032	LHX4
GM.5.0.Homeodomain.0032	EN2
GM.5.0.Homeodomain.0032	LHX8
GM.5.0.C2H2_ZF.0026	ZNF76
GM.5.0.C2H2_ZF.0026	ATF3
GM.5.0.C2H2_ZF.0026	THAP11
GM.5.0.C2H2_ZF.0026	ZNF143
GM.5.0.C2H2_ZF.0026	ZBTB33
GM.5.0.bZIP.0014	MAFB
GM.5.0.bZIP.0014	MAFF
GM.5.0.bZIP.0014	MAFG
GM.5.0.bZIP.0014	MAF
GM.5.0.bZIP.0014	MAFK
GM.5.0.bZIP.0014	MAFA
GM.5.0.C2H2_ZF.0027	MZF1
GM.5.0.C2H2_ZF.0027	ZSCAN10
GM.5.0.bZIP.0015	CEBPB
GM.5.0.bZIP.0015	EP300
GM.5.0.C2H2_ZF.0028	HIC1
GM.5.0.Sox.0009	LEF1
GM.5.0.Sox.0009	TCF7L1
GM.5.0.Forkhead.0007	FOXD4L6
GM.5.0.Forkhead.0007	FOXD4L3
GM.5.0.Forkhead.0007	FOXF1A
GM.5.0.Forkhead.0007	FOXO3
GM.5.0.Forkhead.0007	FOXD4L1
GM.5.0.Forkhead.0007	FOXI3
GM.5.0.Forkhead.0007	FOXA1
GM.5.0.Forkhead.0007	KIAA0415
GM.5.0.Forkhead.0007	FOXD4
GM.5.0.Forkhead.0007	FOXG1
GM.5.0.Forkhead.0007	FOXD4L5
GM.5.0.Forkhead.0007	FOXD3
GM.5.0.Forkhead.0007	FOXD2
GM.5.0.Forkhead.0007	FOXK2
GM.5.0.Forkhead.0007	FOXB2
GM.5.0.Forkhead.0007	FOXE3
GM.5.0.Forkhead.0007	FOXP1
GM.5.0.Forkhead.0007	FOXL1
GM.5.0.Forkhead.0007	FOXE1
GM.5.0.Forkhead.0007	FOXF2
GM.5.0.Forkhead.0007	FOXI2
GM.5.0.Forkhead.0007	FOXA3
